textid,sentenceID,activityID,activity,verb,object,IT system,process volume,repetitve,human intervention,GS
p92,0,1,allow to perform a transaction to use ,,perform,,,,,?
p92,6,6,find ,,,,,,,?
p92,6,7,does not the user transaction does not exist ,,the,,,,,?
p92,9,10,further transaction details,,details,,,,,?
p92,11,11,conduct ,,,,,,,?
p92,11,12,does not the transaction does not exist ,,the,,,,,?
p92,13,14,is the bank,,bank,,,,,?
p93,0,0,begin ,,,,,,,?
p93,0,1,meet the website specification,,website,,,,,?
p93,7,9,is the domain,,domain,,,,,?
p93,11,14,is the domain,,domain,,,,,?
p93,14,17,website to launch the managment,,launch,,,,,?
p93,15,18,conduct the e-commerce,,e-commerce,,,,,?
p93,16,19,inventory the fulfilment,,fulfilment,,,,,?
p93,17,20,is the website launch,,website,,,,,?
p94,0,0,begin ,,,,,,,?
p94,2,3,let the user,,user,,,,,?
p94,6,7,find to incomplete ,,incomplete,,,,,?
p94,7,8,prompt the message,,message,,,,,?
p94,8,10,find to complete ,,complete,,,,,?
p95,0,0,begin ,,,,,,,?
p95,3,4,subsequently ,,,,,,,?
p95,5,7,pack the inquiry desk,,inquiry,,,,,?
p95,8,10,dine in the customer,,the,,,,,?
p95,12,13,is the waiter,,waiter,,,,,?
p95,19,21,is the customer,,customer,,,,,?
p96,0,0,begin ,,,,,,,?
p96,3,4,subsequently ,,,,,,,?
p96,10,10,stock the available,,available,,,,,?
p96,11,11,stock available,,,,,,,?
p96,16,13,require for the production,,the,,,,,?
p96,17,14,the manufacturing unit ,,unit,,,,,?
p96,19,16,once ,,,,,,,?
p97,0,0,begin ,,,,,,,?
p97,5,6,build the product,,product,,,,,?
p97,7,8,the product department,,department,,,,,?
p97,8,9,complete the testing,,testing,,,,,?
p97,9,10,subsequently ,,,,,,,?
p97,10,11,find to defective ,,defective,,,,,?
p97,10,12,find to defective ,,defective,,,,,?
p97,14,17,find to not defective ,,not,,,,,?
p97,14,18,find to not defective ,,not,,,,,?
p98,0,0,begin ,,,,,,,?
p98,5,5,find the possible,,possible,,,,,?
p98,16,14,find to incomplete ,,incomplete,,,,,?
p98,17,15,reject ,,,,,,,?
p98,18,16,find to complete ,,complete,,,,,?
p98,20,18,was and be ,,be,,,,,?
p99,0,0,begin ,,,,,,,?
p99,4,4,subsequently ,,,,,,,?
p99,9,9,is the billing department,,billing,,,,,?
p109,31,30,procure the contractor services,,contractor,,,,,?
p113,3,3,access the demographics,,demographics,,,,,?
p28,6,7,expect the complete project,,complete,,,,,?
p50,5,6,access and tests,,tests,,,,,?
p82,14,14,settle the g\/r settlement automatically,,g\/r,,,,,?
p1,12,14,,,,,,,,
p103,7,6,,,,,,,,
p109,39,37,,,,,,,,
p11,1,2, ,,,,,,,
p11,5,5, ,,,,,,,
p112,6,4,,,,,,,,
p117,1,2, ,,,,,,,
p117,5,6, ,,,,,,,
p119,10,11,,,,,,,,
p125,12,11,,,,,,,,
p126,11,11,,,,,,,,
p131,7,8,,,,,,,,
p132,4,4,,,,,,,,
p136,27,31,,,,,,,,
p141,8,8,,,,,,,,
p141,16,16,,,,,,,,
p142,5,6,,,,,,,,
p142,9,10,,,,,,,,
p143,8,12,,,,,,,,
p143,18,24,,,,,,,,
p145,11,9,,,,,,,,
p146,10,13,,,,,,,,
p146,24,26,,,,,,,,
p147,8,9,,,,,,,,
p147,11,14,,,,,,,,
p147,14,17,,,,,,,,
p147,29,30,,,,,,,,
p147,41,41,,,,,,,,
p147,45,45,,,,,,,,
p16,4,4,,,,,,,,
p21,7,6,,,,,,,,
p22,8,9,,,,,,,,
p25,9,11,,,,,,,,
p25,11,13,,,,,,,,
p3,8,9,,,,,,,,
p39,12,14,,,,,,,,
p4,10,10,,,,,,,,
p5,10,11,,,,,,,,
p58,14,14,,,,,,,,
p60,3,5,,,,,,,,
p60,4,7,,,,,,,,
p69,11,12,,,,,,,,
p72,7,8,,,,,,,,
p77,8,8,,,,,,,,
p78,14,21,,,,,,,,
p8,12,11,,,,,,,,
p80,7,7,,,,,,,,
p81,10,11,,,,,,,,
p81,13,14,,,,,,,,
p82,2,2,,,,,,,,
p82,5,5,,,,,,,,
p82,6,7,,,,,,,,
p82,12,11,,,,,,,,
p83,9,10,,,,,,,,
p83,18,20,,,,,,,,
p85,8,8,,,,,,,,
p90,15,14,,,,,,,,
p94,12,13,,,,,,,,
p99,15,15,,,,,,,,
,"SBAR: solved (null)""",,,,,,,,,
,"PP: for the quality assurance (Resource - [the] [quality] assurance)""",,,,,,,,,
,"PP: for the shipment (Resource - [the] shipment)""",,,,,,,,,
,"INFMOD: to check (null)""",,,,,,,,,
,"PP: to the picking area (Resource - [the] [picking] area)""",,,,,,,,,
,"PP: for month (Resource - month)""",,,,,,,,,
,"PP: in the design (Resource - [the] design)""",,,,,,,,,
,"PP: to the implementation analyst (Actor - [the] [implementation] analyst)""",,,,,,,,,
,"PP: for purchasing (Resource - purchasing)""",,,,,,,,,
,"PP: for the quote (Resource - [the] quote)""",,,,,,,,,
,"PP: for the quote (Resource - [the] quote)""",,,,,,,,,
,"PP: to the vendor (Actor - [the] vendor)""",,,,,,,,,
,"PP: of the e-service (Resource - [the] e-service)""",,,,,,,,,
,"PP: of the e-services (Resource - [the] e-services)""",,,,,,,,,
,"PP: for the windows (Resource - [the] windows)""",,,,,,,,,
,"PP: to the custmer (Resource - [the] custmer)""",,,,,,,,,
,"PP: of the request (Resource - [the] request)""",,,,,,,,,
,"PARTMOD: completed (null)""",,,,,,,,,
,"PARTMOD: found (null)""",,,,,,,,,
,"PARTMOD: required (null)""",,,,,,,,,
,"PP: in the wow (Resource - [the] wow)""",,,,,,,,,
,"PP: for the customer (Actor - [the] customer)""",,,,,,,,,
,"PP: for the customer (Actor - [the] customer)""",,,,,,,,,
,"PP: to the customer (Actor - [the] customer)""",,,,,,,,,
,"PP: to the customer (Actor - [the] customer)""",,,,,,,,,
,"PP: of the usage (Resource - [the] usage)""",,,,,,,,,
,"PP: of the medicine (Resource - [the] medicine)""",,,,,,,,,
,"PP: of the flights (Meta-Actor - [the] flights)""",,,,,,,,,
,"PARTMOD: offered (null)""",,,,,,,,,
,"PP: about decision (Resource - decision)""",,,,,,,,,
,"PARTMOD: arrived at shop (null)""",,,,,,,,,
,"SBAR: already register (null)""",,,,,,,,,
,"SBAR: the clerk conducts the high touch cliam (null)""",,,,,,,,,
,"PARTMOD: created (null)""",,,,,,,,,
,"PP: via online form (Meta-Actor - [online] form)""",,,,,,,,,
,"PP: from the online form (Meta-Actor - [the] [online] form)""",,,,,,,,,
,"PP: for the quality assurance (Resource - [the] [quality] assurance)""",,,,,,,,,
,"PP: of the goods ok (Resource - [the] [goods] ok)""",,,,,,,,,
,"PP: of the goods (Resource - [the] goods)""",,,,,,,,,
,"PP: of the eligible candidates (Actor - [the] [eligible] candidates)""",,,,,,,,,
,"PP: for the further approval (Resource - [the] [further] approval)""",,,,,,,,,
,"PP: to the questionaire (Resource - [the] questionaire)""",,,,,,,,,
,"PP: to the ward (Actor - [the] ward)""",,,,,,,,,
,"PP: in the office (Actor - [the] office)""",,,,,,,,,
,"PP: from the manager (Actor - [the] manager)""",,,,,,,,,
,"PARTMOD: completed (null)""",,,,,,,,,
,"PP: to the register (Resource - [the] register)""",,,,,,,,,
,"PP: about registration (Actor - registration)""",,,,,,,,,
,"PP: for the quality assurance (Resource - [the] [quality] assurance)""",,,,,,,,,
,"PP: of the goods (Resource - [the] goods)""",,,,,,,,,
,"PP: of the inspection quality (Resource - [the] [inspection] quality)""",,,,,,,,,
,"PP: of the rejection (Resource - [the] rejection)""",,,,,,,,,
,"PP: of the parents (Actor - [the] parents)""",,,,,,,,,
,"PP: of the baby (Actor - [the] baby)""",,,,,,,,,
,"PP: of the parents (Actor - [the] parents)""",,,,,,,,,
,"PP: of the birth (Meta-Actor - [the] birth)""",,,,,,,,,
,"PP: to the complete information (Resource - [the] [complete] information)""",,,,,,,,,
,"PARTMOD: received (null)""",,,,,,,,,
,PP: in court of nationality affairs (Actor - court,,,,,,,,,
,"PP: of nationality affairs (Resource - [nationality] affairs))""",,,,,,,,,
,"PP: of the baby (Actor - [the] baby)""",,,,,,,,,
,"PP: of the baby (Actor - [the] baby)""",,,,,,,,,
,"PP: about money benefits (Resource - [money] benefits)""",,,,,,,,,
,"PARTMOD: born in the wedlock or not (null)""",,,,,,,,,
,"PARTMOD: born in the wedlock (null)""",,,,,,,,,
,"PARTMOD: not born in the wedlock (null)""",,,,,,,,,
,"PP: with the passport (Resource - [the] passport)""",,,,,,,,,
,PP: on the basis of information received (Resource - [the] basis,,,,,,,,,
,PP: of information received (Resource - information,,,,,,,,,
,"PARTMOD: received (null)))""",,,,,,,,,
,"PP: of the birth (Meta-Actor - [the] birth)""",,,,,,,,,
,"PP: of the discussion (Resource - [the] discussion)""",,,,,,,,,
,"PP: for the conference call (Resource - [the] [conference] call)""",,,,,,,,,
,"PP: of the birth (Meta-Actor - [the] birth)""",,,,,,,,,
,"PP: of the name (Meta-Actor - [the] name)""",,,,,,,,,
,"PP: of the birth (Meta-Actor - [the] birth)""",,,,,,,,,
,"PP: of the notification (Resource - [the] notification)""",,,,,,,,,
,"PP: with the passport (Resource - [the] passport)""",,,,,,,,,
,"PP: of the name (Meta-Actor - [the] name)""",,,,,,,,,
,"PP: of the degrees (Resource - [the] degrees)""",,,,,,,,,
,"PP: of motivation (Resource - motivation)""",,,,,,,,,
,"PP: of motivation (Resource - motivation)""",,,,,,,,,
,"PP: of the hardship certificate (Resource - [the] [hardship] certificate)""",,,,,,,,,
,"PP: in time or not (null)""",,,,,,,,,
,"PP: of the rejection (Resource - [the] rejection)""",,,,,,,,,
,"PP: of the rejection (Resource - [the] rejection)""",,,,,,,,,
,"PP: for the admission (Resource - [the] admission)""",,,,,,,,,
,"PP: of the rejection (Resource - [the] rejection)""",,,,,,,,,
,"PP: of the german language (Resource - [the] [german] language)""",,,,,,,,,
,"PP: of the bachelors degree (Resource - [the] [bachelors] degree)""",,,,,,,,,
,"PP: in the time (Resource - [the] time)""",,,,,,,,,
,"PARTMOD: missing (null)""",,,,,,,,,
,"PP: to each applicant (Actor - [each] applicant)""",,,,,,,,,
,"PP: of the application (Resource - [the] application)""",,,,,,,,,
,PP: on the scale of 1 to10 (Resource - [the] scale,,,,,,,,,
,"PP: of 1 to10 (Resource - [1] to10))""",,,,,,,,,
,PP: by head of university (Actor - head,,,,,,,,,
,"PP: of university (Actor - university))""",,,,,,,,,
,"PP: of the motivation (Resource - [the] motivation)""",,,,,,,,,
,"PP: of the german language (Resource - [the] [german] language)""",,,,,,,,,
,"PP: of the bachelor degree (Resource - [the] [bachelor] degree)""",,,,,,,,,
,"PP: of the qualification (Resource - [the] qualification)""",,,,,,,,,
,"PP: of further language skills (Resource - [further] [language] skills)""",,,,,,,,,
,"PP: in the time (Resource - [the] time)""",,,,,,,,,
,"PP: in mathematics (Resource - mathematics)""",,,,,,,,,
,"PP: in mathematics (Resource - mathematics)""",,,,,,,,,
,"PP: of the rejection (Resource - [the] rejection)""",,,,,,,,,
,"PP: of the acceptance (Resource - [the] acceptance)""",,,,,,,,,
,"PP: of the acceptance provisionally (Resource - [the] [acceptance] provisionally)""",,,,,,,,,
,"PP: of the acceptance (Resource - [the] acceptance)""",,,,,,,,,
,"PP: of the rejection (Resource - [the] rejection)""",,,,,,,,,
,"PP: for the quality check (Resource - [the] [quality] check)""",,,,,,,,,
,"PP: for the quality check (Resource - [the] [quality] check)""",,,,,,,,,
,"PARTMOD: received (null)""",,,,,,,,,
,"PP: of the studies (Meta-Actor - [the] studies)""",,,,,,,,,
,"PP: of the motivation (Resource - [the] motivation)""",,,,,,,,,
,"PP: of the applicant (Actor - [the] applicant)""",,,,,,,,,
,"PP: for the interview (Resource - [the] interview)""",,,,,,,,,
,"PP: to the shop (Resource - [the] shop)""",,,,,,,,,
,"PP: for the authentication (Resource - [the] authentication)""",,,,,,,,,
,"PP: of the required book (Resource - [the] [required] book)""",,,,,,,,,
,"PP: of the reasons (Resource - [the] reasons)""",,,,,,,,,
,"PP: in the course (Actor - [the] course)""",,,,,,,,,
,"PP: of the registration (Actor - [the] registration)""",,,,,,,,,
,"PP: in the course (Actor - [the] course)""",,,,,,,,,
,"PP: in the stock (Meta-Actor - [the] stock)""",,,,,,,,,
,"SBAR: if existing (null)""",,,,,,,,,
,PARTMOD: listed (null),,,,,,,,,
,"PP: in case of black (Meta-Actor - black)""",,,,,,,,,
,"PP: of the received part (Resource - [the] [received] part)""",,,,,,,,,
,"PP: in inventory (Resource - inventory)""",,,,,,,,,
,"SBAR: not exist (null)""",,,,,,,,,
,"PP: to gl system (Resource - [gl] system)""",,,,,,,,,
,"PP: with the quotation (Resource - [the] quotation)""",,,,,,,,,
,"PP: with the tickets (Resource - [the] tickets)""",,,,,,,,,
,"PP: to the person (Actor - [the] person)""",,,,,,,,,
,"PP: for the quotation (Resource - [the] quotation)""",,,,,,,,,
,"PP: forwards the order (null)""",,,,,,,,,
,"PP: about selection (Resource - selection)""",,,,,,,,,
,"PP: on the hr system (Resource - [the] [hr] system)""",,,,,,,,,
,"PP: on the loan (Resource - [the] loan)""",,,,,,,,,
,"PP: of the illness (Resource - [the] illness)""",,,,,,,,,
,"PP: of the failure (Meta-Actor - [the] failure)""",,,,,,,,,
,"PP: for the registration (Actor - [the] registration)""",,,,,,,,,
,"PP: to the candidate (Actor - [the] candidate)""",,,,,,,,,
,"PP: for the loan (Resource - [the] loan)""",,,,,,,,,
,"PP: of the information (Resource - [the] information)""",,,,,,,,,
,"PP: over 1000 (Resource - 1000)""",,,,,,,,,
,"PP: under 800 (Resource - 800)""",,,,,,,,,
,"PP: about confirmation (Resource - confirmation)""",,,,,,,,,
,"PP: of the interest (Meta-Actor - [the] interest)""",,,,,,,,,
,"PP: for the further information (Resource - [the] [further] information)""",,,,,,,,,
,"PP: of the all parts (Resource - [the] parts)""",,,,,,,,,
,"PP: for the quote (Resource - [the] quote)""",,,,,,,,,
,"PP: for the quote (Resource - [the] quote)""",,,,,,,,,
,"PP: for the quote (Resource - [the] quote)""",,,,,,,,,
,"PP: to the ship goods (Resource - [the] [ship] goods)""",,,,,,,,,
,"PP: for the delivery (Resource - [the] delivery)""",,,,,,,,,
,"SBAR: if require (null)""",,,,,,,,,
,"PP: for the delivery (Resource - [the] delivery)""",,,,,,,,,
,"PP: of payment (Resource - payment)""",,,,,,,,,
,"PP: with information (Resource - information)""",,,,,,,,,
,"PP: of the rooms (Resource - [the] rooms)""",,,,,,,,,
,"SBAR: already register (null)""",,,,,,,,,
,"PP: for the advertisment (Resource - [the] advertisment)""",,,,,,,,,
,"PP: to the business unit manager (Actor - [the] [business unit] manager)""",,,,,,,,,
,"PP: from the warehouse (Resource - [the] warehouse)""",,,,,,,,,
,"PP: to the warehouse (Resource - [the] warehouse)""",,,,,,,,,
,"PP: in the sale system (Resource - [the] [sale] system)""",,,,,,,,,
,"PP: to the seller (Actor - [the] seller)""",,,,,,,,,
,"PP: in the sce (Resource - [the] sce)""",,,,,,,,,
,"PP: to the customer (Actor - [the] customer)""",,,,,,,,,
,"PP: at the remote location (Resource - [the] [remote] location)""",,,,,,,,,
,"SBAR: already exist or not (null)""",,,,,,,,,
,"SBAR: already exist (null)""",,,,,,,,,
,"SBAR: not exist (null)""",,,,,,,,,
,"PP: for the registration authority (Meta-Actor - [the] [registration] authority)""",,,,,,,,,
,"PP: on the nh identity (Resource - [the] [nh] identity)""",,,,,,,,,
,"PP: to the candidate (Actor - [the] candidate)""",,,,,,,,,
,"PP: to the admin assistant (Actor - [the] [admin] assistant)""",,,,,,,,,
,"PP: to the employer (Actor - [the] employer)""",,,,,,,,,
,"PP: for the loan (Resource - [the] loan)""",,,,,,,,,
,"PP: for the further tests (Resource - [the] [further] tests)""",,,,,,,,,
,"PP: with the sample (Resource - [the] sample)""",,,,,,,,,
,"PARTMOD: based scholorship notification (null)""",,,,,,,,,
,"PP: for the project (Resource - [the] project)""",,,,,,,,,
,"INFMOD: to confirm (null)""",,,,,,,,,
,"PP: to the supervisor (Actor - [the] supervisor)""",,,,,,,,,
,"PP: for storing (Resource - storing)""",,,,,,,,,
,"PP: for the notification (Resource - [the] notification)""",,,,,,,,,
,"PP: for billing (Resource - billing)""",,,,,,,,,
,"PP: to the employee (Actor - [the] employee)""",,,,,,,,,
,"INFMOD: to resubmit (null)""",,,,,,,,,
,"PP: in the system (Resource - [the] system)""",,,,,,,,,
,"PP: from the warehouse (Resource - [the] warehouse)""",,,,,,,,,
,"PP: to the customer (Actor - [the] customer)""",,,,,,,,,
,"PP: of the customer (Actor - [the] customer)""",,,,,,,,,
,"PP: to the customer (Actor - [the] customer)""",,,,,,,,,
,"PARTMOD: exporting inquiry and datas (null)""",,,,,,,,,
,PP: of the rejection to inventory manager (Resource - [the] rejection,,,,,,,,,
,"PP: to inventory manager (Actor - [inventory] manager))""",,,,,,,,,
,"PP: of the ingredients (Resource - [the] ingredients)""",,,,,,,,,
,"PP: to the customer (Actor - [the] customer)""",,,,,,,,,
,"PP: in stock (Meta-Actor - stock)""",,,,,,,,,
,"PP: for the payment (Resource - [the] payment)""",,,,,,,,,
,"PP: of receipt (Resource - receipt)""",,,,,,,,,
,"PP: for the registration (Actor - [the] registration)""",,,,,,,,,
,"PP: to the start registration (Actor - [the] [start] registration)""",,,,,,,,,
,SBAR: for enter correct information (null),,,,,,,,,
,"PP: to the user (Actor - [the] user)""",,,,,,,,,
,"PP: of the successful registration (Actor - [the] [successful] registration)""",,,,,,,,,
,"PP: for the dine (Resource - [the] dine)""",,,,,,,,,
,"PP: to the cooking department (Actor - [the] [cooking] department)""",,,,,,,,,
,"PP: in the (Resource - the)""",,,,,,,,,
,"PP: of the rejection (Resource - [the] rejection)""",,,,,,,,,
,"PP: of the stock (Meta-Actor - [the] stock)""",,,,,,,,,
,"PP: to the all production team (Actor - [the] [production] team)""",,,,,,,,,
,"PP: across all departments (Actor - [all] departments)""",,,,,,,,,
,"PP: to customer testing (Resource - [customer] testing)""",,,,,,,,,
,"PP: to customer testing (Resource - [customer] testing)""",,,,,,,,,
,"PP: in the market (Actor - [the] market)""",,,,,,,,,
,"PP: in the market (Actor - [the] market)""",,,,,,,,,
,"PP: of the request (Resource - [the] request)""",,,,,,,,,
,"PP: to the fulfil (Resource - [the] fulfil)""",,,,,,,,,
,"PP: of the request (Resource - [the] request)""",,,,,,,,,
,"PP: of the bill (Resource - [the] bill)""",,,,,,,,,
