,textid,sentenceID,activityID,activity,verb,object,IT system,process volume,repetitive,human intervention,GS
2002,p114,13,15,make the payment,make,payment,1.0,medium,1,1,2
2003,p115,9,9,make the payment,make,payment,1.0,medium,1,1,2
2004,p123,7,7,make the payment,make,payment,1.0,medium,1,1,2
2005,p125,16,16,make the payment,make,payment,1.0,medium,1,1,2
2006,p134,7,7,make the payment,make,payment,1.0,medium,1,1,2
2007,p3,10,12,make the payment,make,payment,1.0,medium,1,1,2
2008,p37,9,11,make the payment,make,payment,1.0,medium,1,1,2
2009,p9,11,11,make the payment,make,payment,1.0,medium,1,1,2
2010,p90,21,21,make the payment,make,payment,1.0,medium,1,1,2
2011,p103,12,12,inform the reasons,inform,reasons,1.0,medium,1,1,2
2012,p104,11,9,inform the reasons,inform,reasons,1.0,medium,1,1,2
2013,p108,7,7,inform the reasons,inform,reasons,1.0,medium,1,1,2
2014,p109,6,6,inform the reasons,inform,reasons,1.0,medium,1,1,2
2015,p111,15,14,inform the reasons,inform,reasons,1.0,medium,1,1,2
2016,p134,14,14,inform the reasons,inform,reasons,1.0,medium,1,1,2
2017,p142,30,31,inform the reasons,inform,reasons,1.0,medium,1,1,2
2018,p143,22,29,inform the reasons,inform,reasons,1.0,medium,1,1,2
2019,p20,4,4,inform the reasons,inform,reasons,1.0,medium,1,1,2
2020,p21,14,13,inform the reasons,inform,reasons,1.0,medium,1,1,2
2021,p55,11,10,inform the reasons,inform,reasons,1.0,medium,1,1,2
2022,p58,13,13,inform the reasons,inform,reasons,1.0,medium,1,1,2
2023,p74,14,16,inform the reasons,inform,reasons,1.0,medium,1,1,2
2024,p81,5,6,inform the reasons,inform,reasons,1.0,medium,1,1,2
2025,p89,7,7,inform the reasons,inform,reasons,1.0,medium,1,1,2
2026,p96,5,6,inform the reasons,inform,reasons,1.0,medium,1,1,2
2027,model3-1,1,2,receive the request,receive,request,1.0,medium,1,1,2
2028,p95,7,9,receive the request,receive,request,1.0,medium,1,1,2
2029,p107,7,8,receive the request,receive,request,1.0,medium,1,1,2
2030,p117,2,3,receive the request,receive,request,1.0,medium,1,1,2
2031,p117,6,7,receive the request,receive,request,1.0,medium,1,1,2
2032,p131,1,2,receive the request,receive,request,1.0,medium,1,1,2
2033,p21,1,2,receive the request,receive,request,1.0,medium,1,1,2
2034,p37,2,3,receive the request,receive,request,1.0,medium,1,1,2
2035,p40,1,2,receive the request,receive,request,1.0,medium,1,1,2
2036,p42,1,2,receive the request,receive,request,1.0,medium,1,1,2
2037,p51,2,2,receive the request,receive,request,1.0,medium,1,1,2
2038,p51,4,4,receive the request,receive,request,1.0,medium,1,1,2
2039,p51,6,6,receive the request,receive,request,1.0,medium,1,1,2
2040,p66,1,2,receive the request,receive,request,1.0,medium,1,1,2
2041,p67,1,2,receive the request,receive,request,1.0,medium,1,1,2
2042,p74,1,2,receive the request,receive,request,1.0,medium,1,1,2
2043,p76,2,3,receive the request,receive,request,1.0,medium,1,1,2
2044,p19,3,4,receive the order,receive,order,1.0,medium,1,1,2
2045,p73,11,13,receive the order,receive,order,1.0,medium,1,1,2
2046,p10,1,2,receive the order,receive,order,1.0,medium,1,1,2
2047,p102,3,5,receive the order,receive,order,1.0,medium,1,1,2
2048,p102,22,19,receive the order,receive,order,1.0,medium,1,1,2
2049,p124,1,2,receive the order,receive,order,1.0,medium,1,1,2
2050,p124,21,20,receive the order,receive,order,1.0,medium,1,1,2
2051,p16,4,5,receive the order,receive,order,1.0,medium,1,1,2
2052,p22,2,3,receive the order,receive,order,1.0,medium,1,1,2
2053,p31,1,2,receive the order,receive,order,1.0,medium,1,1,2
2054,p33,1,2,receive the order,receive,order,1.0,medium,1,1,2
2055,p39,3,5,receive the order,receive,order,1.0,medium,1,1,2
2056,p47,10,10,receive the order,receive,order,1.0,medium,1,1,2
2057,p54,11,14,receive the order,receive,order,1.0,medium,1,1,2
2058,p56,1,2,receive the order,receive,order,1.0,medium,1,1,2
2059,p56,11,11,receive the order,receive,order,1.0,medium,1,1,2
2060,p57,1,2,receive the order,receive,order,1.0,medium,1,1,2
2061,p57,11,11,receive the order,receive,order,1.0,medium,1,1,2
2062,p7,1,2,receive the order,receive,order,1.0,medium,1,1,2
2063,p7,21,20,receive the order,receive,order,1.0,medium,1,1,2
2064,p79,9,11,receive the order,receive,order,1.0,medium,1,1,2
2065,p81,1,2,receive the order,receive,order,1.0,medium,1,1,2
2066,p81,16,18,receive the order,receive,order,1.0,medium,1,1,2
2067,p90,1,2,receive the order,receive,order,1.0,medium,1,1,2
2068,p90,21,22,receive the order,receive,order,1.0,medium,1,1,2
2069,p96,1,2,receive the order,receive,order,1.0,medium,1,1,2
2070,model2-2,11,16,are not generate the contract documents,generate,documents,1.0,low,0,0,3
2071,model2-2,10,15,carry out an automated check in the following,carry,check,1.0,low,0,0,3
2072,model6-3,3,8,create a list,create,list,1.0,low,0,0,3
2073,model6-1,2,4,create a new instance,create,instance,1.0,low,0,0,3
2074,model6-3,2,6,create uniform work packages are minimize ,create,packages,1.0,low,0,0,3
2075,model2-1,4,6,determine the significance,determine,significance,1.0,low,0,0,3
2076,model9-2,4,8,generate a message to request outstanding documents to the customer,generate,message,1.0,low,0,0,3
2077,model5-2,4,7,generate a notification to the human resources representative,generate,notification,1.0,low,0,0,3
2078,model5-3,7,12,generate a purchase order,generate,order,1.0,low,0,0,3
2079,model2-2,12,19,generate the contract documents again,generate,documents,1.0,low,0,0,3
2080,model2-2,0,0,initiate process,initiate,process,1.0,low,0,0,3
2081,model2-1,5,8,link to an extra problem,link,problem,1.0,low,0,0,3
2082,model6-3,2,7,minimize the setup times,minimize,times,1.0,low,0,0,3
2083,model2-2,23,39,speed up the switch process,speed,process,1.0,low,0,0,3
2084,model2-1,26,49,terminate the process,terminate,process,1.0,low,0,0,3
2085,model2-2,24,41,transmit meter data to the customer service,transmit,data,1.0,low,0,0,3
2086,model8-1,0,0,trigger process to fill a post,trigger,process,1.0,low,0,0,3
2087,p141,12,13,starts the procedure,starts,procedure,1.0,low,0,0,3
2088,p114,15,17,complete the checkup process,complete,process,1.0,low,0,0,3
2089,p100,8,8,create the replacement order,create,order,1.0,low,0,0,3
2090,p74,8,11,create the open ticket,create,ticket,1.0,low,0,0,3
2091,p105,19,22,complete the order process,complete,process,1.0,low,0,0,3
2092,p116,21,25,close the claim process,close,process,1.0,low,0,0,3
2093,p122,16,21,complete the complaint process,complete,process,1.0,low,0,0,3
2094,p145,0,0,start process with a decision,start,process,1.0,low,0,0,3
2095,p48,5,7,create the generic user id,create,user id,1.0,low,0,0,3
2096,p58,14,15,close the process,close,process,1.0,low,0,0,3
2097,p77,3,4,generate the purchase order form,generate,form,1.0,low,0,0,3
2098,p77,11,11,generate the sales invoice form,generate,form,1.0,low,0,0,3
2099,p77,12,12,generate the goods delivery note,generate,note,1.0,low,0,0,3
2100,p8,13,14,trigger the order,trigger,order,1.0,low,0,0,3
2101,p94,11,12,update the database,update,database,1.0,low,0,0,3
2102,p74,7,9,automate the request to confirm,automate,request,1.0,low,0,0,3
2103,bicyclemanufacturing,1,2,create a new process instance,create,instance,1.0,low,1,0,3
2104,runningexample,1,2,create a new process instance,create,instance,1.0,low,1,0,3
2105,model2-1,33,58,trigger i.e.,trigger,i.e.,1.0,low,1,0,3
2106,model2-1,33,59,trigger i.e.,trigger,i.e.,1.0,low,1,0,3
2107,p105,15,16,send the error message,send,message,1.0,low,1,0,3
2108,p121,9,11,complete the registration process,complete,process,1.0,low,1,0,3
2109,p133,13,16,complete the registration process,complete,process,1.0,low,1,0,3
2110,p75,5,7,send the error message,send,message,1.0,low,1,0,3
2111,p112,13,11,complete the process,complete,process,1.0,low,1,0,3
2112,p87,8,8,complete the process,complete,process,1.0,low,1,0,3
2113,p92,13,15,complete the process,complete,process,1.0,low,1,0,3
2114,p4,15,16,finish the process,finish,process,1.0,high,1,0,3
2115,p1,16,19,finish the process,finish,process,1.0,high,1,0,3
2116,p10,11,13,finish the process,finish,process,1.0,high,1,0,3
2117,p100,15,16,finish the process,finish,process,1.0,high,1,0,3
2118,p101,16,18,finish the process,finish,process,1.0,high,1,0,3
2119,p102,24,22,finish the process,finish,process,1.0,high,1,0,3
2120,p103,22,25,finish the process,finish,process,1.0,high,1,0,3
2121,p104,30,26,finish the process,finish,process,1.0,high,1,0,3
2122,p105,20,23,finish the process,finish,process,1.0,high,1,0,3
2123,p106,12,15,finish the process,finish,process,1.0,high,1,0,3
2124,p107,23,23,finish the process,finish,process,1.0,high,1,0,3
2125,p108,33,31,finish the process,finish,process,1.0,high,1,0,3
2126,p109,46,46,finish the process,finish,process,1.0,high,1,0,3
2127,p11,14,16,finish the process,finish,process,1.0,high,1,0,3
2128,p110,11,11,finish the process,finish,process,1.0,high,1,0,3
2129,p111,16,15,finish the process,finish,process,1.0,high,1,0,3
2130,p112,14,12,finish the process,finish,process,1.0,high,1,0,3
2131,p113,14,14,finish the process,finish,process,1.0,high,1,0,3
2132,p114,16,18,finish the process,finish,process,1.0,high,1,0,3
2133,p115,16,16,finish the process,finish,process,1.0,high,1,0,3
2134,p116,22,26,finish the process,finish,process,1.0,high,1,0,3
2135,p117,20,22,finish the process,finish,process,1.0,high,1,0,3
2136,p118,19,20,finish the process,finish,process,1.0,high,1,0,3
2137,p119,11,13,finish the process,finish,process,1.0,high,1,0,3
2138,p12,11,12,finish the process,finish,process,1.0,high,1,0,3
2139,p120,13,15,finish the process,finish,process,1.0,high,1,0,3
2140,p121,10,12,finish the process,finish,process,1.0,high,1,0,3
2141,p122,18,23,finish the process,finish,process,1.0,high,1,0,3
2142,p123,14,13,finish the process,finish,process,1.0,high,1,0,3
2143,p124,22,21,finish the process,finish,process,1.0,high,1,0,3
2144,p125,17,17,finish the process,finish,process,1.0,high,1,0,3
2145,p126,14,14,finish the process,finish,process,1.0,high,1,0,3
2146,p127,21,22,finish the process,finish,process,1.0,high,1,0,3
2147,p128,12,13,finish the process,finish,process,1.0,high,1,0,3
2148,p129,19,20,finish the process,finish,process,1.0,high,1,0,3
2149,p13,10,10,finish the process,finish,process,1.0,high,1,0,3
2150,p130,13,17,finish the process,finish,process,1.0,high,1,0,3
2151,p131,18,19,finish the process,finish,process,1.0,high,1,0,3
2152,p132,13,15,finish the process,finish,process,1.0,high,1,0,3
2153,p133,16,19,finish the process,finish,process,1.0,high,1,0,3
2154,p134,17,17,finish the process,finish,process,1.0,high,1,0,3
2155,p135,24,26,finish the process,finish,process,1.0,high,1,0,3
2156,p136,31,37,finish the process,finish,process,1.0,high,1,0,3
2157,p137,28,31,finish the process,finish,process,1.0,high,1,0,3
2158,p138,23,23,finish the process,finish,process,1.0,high,1,0,3
2159,p139,23,24,finish the process,finish,process,1.0,high,1,0,3
2160,p14,12,9,finish the process,finish,process,1.0,high,1,0,3
2161,p140,19,20,finish the process,finish,process,1.0,high,1,0,3
2162,p141,23,24,finish the process,finish,process,1.0,high,1,0,3
2163,p142,32,33,finish the process,finish,process,1.0,high,1,0,3
2164,p143,27,35,finish the process,finish,process,1.0,high,1,0,3
2165,p144,17,17,finish the process,finish,process,1.0,high,1,0,3
2166,p146,36,39,finish the process,finish,process,1.0,high,1,0,3
2167,p147,46,47,finish the process,finish,process,1.0,high,1,0,3
2168,p148,24,23,finish the process,finish,process,1.0,high,1,0,3
2169,p149,14,13,finish the process,finish,process,1.0,high,1,0,3
2170,p15,14,15,finish the process,finish,process,1.0,high,1,0,3
2171,p150,36,45,finish the process,finish,process,1.0,high,1,0,3
2172,p16,14,16,finish the process,finish,process,1.0,high,1,0,3
2173,p17,6,7,finish the process,finish,process,1.0,high,1,0,3
2174,p18,10,10,finish the process,finish,process,1.0,high,1,0,3
2175,p19,13,12,finish the process,finish,process,1.0,high,1,0,3
2176,p2,18,20,finish the process,finish,process,1.0,high,1,0,3
2177,p20,10,10,finish the process,finish,process,1.0,high,1,0,3
2178,p21,15,14,finish the process,finish,process,1.0,high,1,0,3
2179,p22,21,25,finish the process,finish,process,1.0,high,1,0,3
2180,p23,11,11,finish the process,finish,process,1.0,high,1,0,3
2181,p24,8,10,finish the process,finish,process,1.0,high,1,0,3
2182,p25,12,15,finish the process,finish,process,1.0,high,1,0,3
2183,p26,8,11,finish the process,finish,process,1.0,high,1,0,3
2184,p27,8,9,finish the process,finish,process,1.0,high,1,0,3
2185,p28,12,14,finish the process,finish,process,1.0,high,1,0,3
2186,p29,10,11,finish the process,finish,process,1.0,high,1,0,3
2187,p3,12,15,finish the process,finish,process,1.0,high,1,0,3
2188,p30,17,16,finish the process,finish,process,1.0,high,1,0,3
2189,p31,10,13,finish the process,finish,process,1.0,high,1,0,3
2190,p32,8,9,finish the process,finish,process,1.0,high,1,0,3
2191,p33,13,13,finish the process,finish,process,1.0,high,1,0,3
2192,p34,16,16,finish the process,finish,process,1.0,high,1,0,3
2193,p35,16,15,finish the process,finish,process,1.0,high,1,0,3
2194,p36,12,12,finish the process,finish,process,1.0,high,1,0,3
2195,p37,10,12,finish the process,finish,process,1.0,high,1,0,3
2196,p38,16,17,finish the process,finish,process,1.0,high,1,0,3
2197,p39,13,16,finish the process,finish,process,1.0,high,1,0,3
2198,p40,15,16,finish the process,finish,process,1.0,high,1,0,3
2199,p41,10,11,finish the process,finish,process,1.0,high,1,0,3
2200,p42,14,13,finish the process,finish,process,1.0,high,1,0,3
2201,p43,9,10,finish the process,finish,process,1.0,high,1,0,3
2202,p44,14,14,finish the process,finish,process,1.0,high,1,0,3
2203,p45,9,10,finish the process,finish,process,1.0,high,1,0,3
2204,p46,11,13,finish the process,finish,process,1.0,high,1,0,3
2205,p47,12,12,finish the process,finish,process,1.0,high,1,0,3
2206,p48,9,12,finish the process,finish,process,1.0,high,1,0,3
2207,p49,8,10,finish the process,finish,process,1.0,high,1,0,3
2208,p50,12,13,finish the process,finish,process,1.0,high,1,0,3
2209,p51,10,11,finish the process,finish,process,1.0,high,1,0,3
2210,p52,12,16,finish the process,finish,process,1.0,high,1,0,3
2211,p53,15,18,finish the process,finish,process,1.0,high,1,0,3
2212,p54,14,17,finish the process,finish,process,1.0,high,1,0,3
2213,p55,14,12,finish the process,finish,process,1.0,high,1,0,3
2214,p56,12,12,finish the process,finish,process,1.0,high,1,0,3
2215,p57,15,17,finish the process,finish,process,1.0,high,1,0,3
2216,p58,15,16,finish the process,finish,process,1.0,high,1,0,3
2217,p59,8,10,finish the process,finish,process,1.0,high,1,0,3
2218,p6,9,10,finish the process,finish,process,1.0,high,1,0,3
2219,p60,10,12,finish the process,finish,process,1.0,high,1,0,3
2220,p61,10,8,finish the process,finish,process,1.0,high,1,0,3
2221,p62,12,14,finish the process,finish,process,1.0,high,1,0,3
2222,p63,14,15,finish the process,finish,process,1.0,high,1,0,3
2223,p64,8,8,finish the process,finish,process,1.0,high,1,0,3
2224,p65,9,10,finish the process,finish,process,1.0,high,1,0,3
2225,p66,15,18,finish the process,finish,process,1.0,high,1,0,3
2226,p67,11,11,finish the process,finish,process,1.0,high,1,0,3
2227,p68,11,11,finish the process,finish,process,1.0,high,1,0,3
2228,p69,12,14,finish the process,finish,process,1.0,high,1,0,3
2229,p7,22,21,finish the process,finish,process,1.0,high,1,0,3
2230,p70,8,9,finish the process,finish,process,1.0,high,1,0,3
2231,p71,10,11,finish the process,finish,process,1.0,high,1,0,3
2232,p72,8,10,finish the process,finish,process,1.0,high,1,0,3
2233,p73,12,14,finish the process,finish,process,1.0,high,1,0,3
2234,p74,17,21,finish the process,finish,process,1.0,high,1,0,3
2235,p75,15,18,finish the process,finish,process,1.0,high,1,0,3
2236,p76,10,10,finish the process,finish,process,1.0,high,1,0,3
2237,p77,15,15,finish the process,finish,process,1.0,high,1,0,3
2238,p78,15,23,finish the process,finish,process,1.0,high,1,0,3
2239,p79,10,12,finish the process,finish,process,1.0,high,1,0,3
2240,p8,15,16,finish the process,finish,process,1.0,high,1,0,3
2241,p80,10,11,finish the process,finish,process,1.0,high,1,0,3
2242,p81,17,19,finish the process,finish,process,1.0,high,1,0,3
2243,p82,21,21,finish the process,finish,process,1.0,high,1,0,3
2244,p83,19,22,finish the process,finish,process,1.0,high,1,0,3
2245,p84,10,11,finish the process,finish,process,1.0,high,1,0,3
2246,p85,12,13,finish the process,finish,process,1.0,high,1,0,3
2247,p86,18,18,finish the process,finish,process,1.0,high,1,0,3
2248,p87,13,13,finish the process,finish,process,1.0,high,1,0,3
2249,p88,15,16,finish the process,finish,process,1.0,high,1,0,3
2250,p89,11,11,finish the process,finish,process,1.0,high,1,0,3
2251,p9,13,13,finish the process,finish,process,1.0,high,1,0,3
2252,p90,22,23,finish the process,finish,process,1.0,high,1,0,3
2253,p91,12,14,finish the process,finish,process,1.0,high,1,0,3
2254,p92,14,16,finish the process,finish,process,1.0,high,1,0,3
2255,p93,21,27,finish the process,finish,process,1.0,high,1,0,3
2256,p94,14,16,finish the process,finish,process,1.0,high,1,0,3
2257,p95,20,23,finish the process,finish,process,1.0,high,1,0,3
2258,p96,21,19,finish the process,finish,process,1.0,high,1,0,3
2259,p97,17,23,finish the process,finish,process,1.0,high,1,0,3
2260,p98,21,20,finish the process,finish,process,1.0,high,1,0,3
2261,p99,17,18,finish the process,finish,process,1.0,high,1,0,3
